,0
FORD_0_impactQ_Q2,0.048186311287367056
FORD_0_aisQ_Q1_D1,0.04394901789726731
WoSkategorie_0_aisQ_Q1_D2,0.041158233333302985
license_unk,0.035821425937724236
WoSkategorie_0_aisQ_Q3,0.03533886201538254
FORD_0_aisQ_Q2,0.03308284954795857
FORD_0_impactQ_Q1_D1,0.030144808978290465
FORD_0_aisQ_Q1_D2,0.029000452154939363
WoSkategorie_0_impactQ_Q3,0.028090189228873373
license_elscovid,0.02698750391344845
WoSkategorie_0_aisQ_Q1_D1,0.02142684477543422
WoSkategorie_0_impactQ_Q1,0.021383835938436797
FORD_0_aisQ_Q3,0.016820674904352337
FORD_0_impactQ_Q1_D2,0.015219104607952505
WoSkategorie_0_aisQ_Q2,0.014964027021412354
FORD_0_impactQ_Q3,0.012363610946722413
peter,0.010488523707642495
WoSkategorie_0_impactQ_Q4,0.010410362573871202
journal_Journal_of_Virology,0.010003711313107061
WoSkategorie_0_impactQ_Q1_D2,0.009955190732022027
al,0.007269083123326881
license_nocc,0.007069909195304945
journal_Proceedings_of_the_National_Academy_of_Sciences,0.006905330530166489
license_ccby,0.006852068664671739
FORD_0_ford_40300,0.006604877698306659
ralph,0.006596825409948345
WoSkategorie_0_impactQ_Q1_D1,0.006594247001643644
WoSkategorie_0_obor_VIROLOGY_SCIE,0.006297730721044618
journal_Virology,0.006114536073903602
FORD_0_ford_10600,0.006105971903177163
van,0.006094898871278823
WoSkategorie_0_impactQ_Q2,0.0059659020093578
journal_PLoS_Pathog,0.005901286897177727
liu,0.005843797025247196
paul,0.005781203689857568
ling,0.005593302336872216
FORD_0_ford_30300,0.005465000955912334
WoSkategorie_0_obor_VETERINARY_SCIENCES_SCIE,0.00527587747473251
journal_Arch_Virol,0.005143369907427332
enjuanes_luis,0.004986670665857987
lee,0.004918299312759263
li,0.004835817974891987
lai,0.004552548946282041
enjuanes,0.004318637508580209
mark,0.00421789699853412
eric,0.004159730248449617
zhang,0.004052164443164007
WoSkategorie_0_aisQ_Q4,0.003955108623514572
andrew,0.0039258459669325885
haagmans,0.003875622242819478
stefan,0.0038086358941789573
journal_Viruses,0.0036873619136938204
