,0
east respiratory,0.010833138072230655
middle east,0.008024445311253802
syndrome_y,0.007627485542321122
middle,0.007052766609782729
middle east respiratory,0.006905763465405458
respiratory syndrome,0.006196094633953559
respiratory_y,0.006115914221765778
east respiratory syndrome,0.005580662031850244
east,0.004911036061153658
respiratory syndrome coronavirus,0.0037547969077018377
human_y,0.003606719909665315
syndrome coronavirus,0.0031203591153607596
severe acute,0.0030917933277264976
mers_y,0.0030837775790639433
merscov,0.0030633090389761393
cov_y,0.003022908098753915
acute respiratory syndrome,0.0029489705538055765
coronaviruses_y,0.0029393389884707793
cov_x,0.0029103875209577374
severe acute respiratory,0.0028011531825862636
severe_y,0.0027662723575371125
coronavirus mers,0.002667243257035259
acute_y,0.002599681302034475
sarscov,0.002524980836196624
acute respiratory,0.0024782271407842575
viruses,0.0023489008492711344
host,0.002283792388762074
antiviral,0.002255612156231947
humans_x,0.0022160299256607442
results,0.002215885036094266
conserved,0.002185287171715135
emergence,0.0021641204219689588
body,0.0021127649085025016
complex,0.002105241062164487
zoonotic_y,0.0020688098900791623
infection_x,0.002057774024482853
mers_x,0.0020243574759987934
2012,0.002015922488812084
replication,0.002013817559980796
protein_y,0.0020115019707170213
activity,0.0019615048770683947
novel,0.00194636015922955
animal_y,0.0018986473411235797
sars_y,0.0018586456433731325
closely,0.0018574658992740129
activated,0.001856279111490993
recent,0.0018459853144070734
receptor_y,0.0018313317372275844
factor_y,0.001831160365065237
syndrome coronavirus merscov,0.001821984204750087
coronavirus_x,0.0018055834453361433
interferon_y,0.0017965903648814944
human_x,0.0017692246976241794
patients_x,0.0017546150019988078
bovine coronavirus,0.0017326729830257894
mers cov,0.0017117693755002823
activation,0.0016813365024173396
highly,0.0016811466635249927
syndrome coronavirus mers,0.0016654194913475644
camels_x,0.0016539619160332972
including,0.0016475506422337946
assay,0.0016446437760471355
rna,0.001617672259867092
specific,0.0015986088718577237
method,0.0015963235280884252
transmission,0.0015887396850099405
viral_y,0.0015592461485136463
nonstructural,0.0015550321964926661
virus_y,0.00153767975247513
virus_x,0.0015294724159983588
using,0.0015294132070746208
expression_y,0.0015257185122648054
tract_y,0.0014842305152956634
new_y,0.0014832776191824751
vaccines,0.0014705859802135594
present,0.0014529002261623935
regulatory,0.0014490746502319421
review,0.001433837928339683
domain,0.0014247732142893426
infection_y,0.0014194245545452353
structural_y,0.0014129312957396462
showed,0.0014040969416950014
study,0.001394040006086527
development,0.0013921728100269462
membrane,0.0013839289468735585
important,0.001379692174886837
strain_y,0.001376066291621406
spike_y,0.0013673821606189052
dromedary camels,0.0013667188782939075
disease_y,0.001366156279629446
infections_y,0.0013601669454141089
structure,0.001358207879720975
viral replication,0.0013500413979640581
outbreak,0.001347121275518392
closely related,0.0013430553285089766
related_y,0.0013391159673352042
genomes,0.0013379051811748671
cellular,0.0013349710003767578
us,0.0013333862014634457
evolved,0.001319514628365296
sars coronavirus,0.0013114728367524895
cells,0.001297308009061004
used,0.0012952880056808504
coronavirus mers cov,0.0012948029168419392
report,0.001287469316862006
infected_y,0.0012832954589105886
understanding,0.0012824779673142996
likely,0.0012766911951970297
inhibition,0.0012736948814937993
proteins_y,0.0012730748831451927
infectious_y,0.0012657582458347797
sars_x,0.0012618609054797184
sars cov,0.0012557121465413589
covs,0.001250817852215287
illness_x,0.0012495424448137904
disease_x,0.0012490006561409136
interacts,0.001248849054555974
mouse hepatitis,0.0012396023657951095
respiratory tract,0.001223361155137717
chain,0.001220524221579622
coronavirus sars,0.0012157842311023251
analysis,0.0012106921967418992
strategies,0.001210488400706438
hepatitis,0.0012075962095347882
bats_y,0.0012039848615694629
patients_y,0.0011994064800359245
camel_x,0.0011988957440610094
cell_y,0.0011690285906714416
pathway,0.0011674039509135751
associated,0.0011601927724235609
coronavirus merscov,0.0011571419634435838
levels,0.0011528269469544634
demonstrate,0.0011485544393565919
detected,0.0011399816292696728
camels_y,0.0011334574029765786
required,0.0011322409384117748
identified,0.001125452574300876
coronavirus sars cov,0.0011211293661941887
antibody_y,0.0011198223717995093
data,0.0011189221873461734
observed,0.0011170451170687038
cow,0.001112590479502794
compared,0.0011097736176478368
bovine_y,0.0011090728045435206
spike protein,0.00110486867109943
N,0.0011014176008655762
antigen_y,0.0011006221253091516
global,0.0010990382229169393
nucleocapsid,0.0010970636728375963
bearing,0.0010932758034242125
spike proteins,0.001090762287912137
high_y,0.0010857037673030615
innate,0.0010759812804709762
importance,0.001073477694151881
revealed,0.0010705262401251197
inoculated,0.0010689063960253006
critical,0.0010611352306102882
generation,0.0010591580808524447
humans_y,0.001058998942247102
role,0.0010585714804733895
type interferon,0.00105782915279828
human coronavirus,0.001056496718615844
china,0.0010516605951779205
response,0.0010466070703738393
kinase_y,0.0010464883650642672
type_y,0.00104224958811159
hcov,0.0010304657933541445
key,0.0010300539213977389
expressed,0.001028031514638548
sequence,0.0010263020756534783
recently,0.0010255668186739493
recombinant_y,0.0010197907517374212
illness_y,0.0010182282458416228
reveal,0.0010175809221846764
known,0.0010169828746540226
investigated,0.00101574846257465
dromedary_x,0.0010121473551900932
direct,0.0010114897561658675
molecular,0.0010113439775076192
tested,0.0010097602564182592
clinical_y,0.0010067023379797238
small_y,0.0010065821753148367
addition,0.0009994406059672392
site,0.0009968514638553977
entry_y,0.0009966067477639512
genome,0.00099404005106338
functions,0.0009916054851130537
sequences,0.0009890262106314969
emerging_y,0.000988200373667164
vivo,0.0009850208999639023
studies,0.0009820293903501625
suggest,0.000978181851727701
domains,0.000972576259400066
factors_y,0.0009706975969879265
2003,0.0009700611159103783
develop,0.0009675092877572418
sites,0.0009612630401484722
receptorbinding,0.0009574501499123673
region_y,0.0009555423168724634
vaccine_y,0.000953705059742594
fold,0.0009528022367702286
glycoprotein,0.0009462532124771956
support,0.000943106126468148
demonstrated,0.000941271527197737
bat_y,0.0009406923102297494
previously,0.0009383923972286799
step,0.0009272698478979264
obtained,0.000926612162632569
genes,0.0009259156433270699
transcription,0.0009254903100518102
coronavirus_y,0.0009249693594035106
common_y,0.0009190208546853608
wildtype,0.0009180457774160658
presence,0.0009162800522751578
independent,0.0009155262072750352
model,0.0009132868875349977
affinity,0.0009122009327370474
respiratory syndrome sars,0.0009084518726373654
binding,0.0009074056727458364
led,0.00090374648751818
syndrome sars,0.0009035723531604868
cycle,0.0008993618622372497
possible,0.0008980565739996786
involved,0.0008962115045496182
characterized,0.0008952052110295697
number,0.0008950825724762344
essential,0.0008911985576592336
different,0.0008895995434586223
rna viruses,0.0008854673898191229
reported,0.0008849330124984178
genetics,0.0008836004367928249
rapid,0.000883505936602395
particles,0.0008820694575018926
isolated,0.0008811316684865038
background,0.000879839075574499
positive,0.0008793512808625116
isolates,0.0008785314601684126
ii_y,0.0008765382644726426
rates,0.0008741939827675606
fever_y,0.0008737869687139697
major,0.0008733956137039469
play,0.0008692127976898395
context,0.0008653680061728838
cases,0.0008610387653796971
identify,0.0008606784568151786
gene,0.0008595120665442303
potent,0.0008562846717937028
signaling,0.0008545826961838788
pcr,0.0008506336691440949
function,0.0008505984862473111
based,0.0008498455623776464
treatment,0.0008474208424510111
multiple_y,0.0008465286089174948
vitro,0.0008450479114877072
knowledge,0.0008393304632744623
coronavirus cov,0.000836984624761787
leading,0.0008346098506716909
complexes,0.0008332821904619268
genetic_y,0.0008316576463423697
causes,0.0008315281925147959
interaction,0.0008309694139975173
despite,0.0008307447266874005
upper_y,0.000829681448554186
proteases,0.0008291029042218048
microscopy,0.0008285755765096337
central nervous,0.0008250700433667862
suggests,0.0008239344031182707
furthermore,0.0008231268049139493
interactions,0.000821554521792861
strains,0.0008215247887318299
responses,0.0008209235419487582
innate immune,0.0008168594033405572
detection,0.0008164136418667132
coronaviruses covs,0.0008156659836177825
infected cells,0.0008156492193221797
shown,0.0008137199351784085
infections_x,0.0008113500946467911
sensitivity_y,0.0008104750248159215
residues,0.0008103234480333939
significant,0.000809347315320076
