,0
viral,0.0035002284924083985
virus,0.00292707410747907
19,0.002924304131910971
covid,0.0025844595217386222
protein,0.0023129200356098254
viruses,0.0022155971716952536
covid 19 pandemic,0.002168261896584467
influenza,0.0020833913626706613
respiratory,0.0020599595575755076
infection,0.0018960043503593667
rna,0.0018739288647192415
human,0.001803310039018676
cell,0.0017634159532110164
infectious,0.0016978612868660235
covid 19,0.0016045953195910187
pandemic,0.0015729767336015515
replication,0.0015245782769348437
paper,0.0013150518638791724
detected,0.001313544021463186
pathogens,0.0012693236161270037
proteins,0.0012502292688010767
chapter,0.0012453119330925538
host,0.0012255450237435785
cells,0.00121167056725187
2019,0.0011777238521524008
gene,0.0011538794661633063
expression,0.0011363916254525073
antibodies,0.0011039995930147792
immune,0.0010710155390269878
pcr,0.0009891679829518345
learning,0.0009861405461489261
disease,0.0009802890697119624
infected,0.0009039559675793361
19 pandemic,0.0008942913517153492
infections,0.0008829640642338979
humans,0.0008815781178413212
genome,0.0008627377134057228
samples,0.0008601877641441061
antiviral,0.0008536704982350054
work,0.0008458943869025087
species,0.0008403236190444161
severe,0.0008189003764632419
identified,0.0008127318079177949
cellular,0.0008024381231727808
vivo,0.0007825643173641514
strains,0.0007801909852303761
patient,0.0007762288711804937
social,0.0007701280895381174
animal,0.0007642277981329475
sequence,0.0007537363712844178
influenza virus,0.0007204624687596594
coronavirus,0.0007073351260875492
care,0.0007062055512703294
vaccine,0.0007046010812786994
east respiratory syndrome,0.0007025122098209665
transmission,0.0006900753311093675
potential,0.0006880179391079903
article doi,0.0006852280664368553
assay,0.000683863519136183
specific,0.0006811981572560965
diseases,0.0006754321684544821
control,0.000672458081064569
review,0.0006692555614020595
recombinant,0.000667203447730254
infectious diseases,0.0006599271172911843
dna,0.0006575483986736623
respiratory tract,0.000655876891146665
mers cov,0.0006501488563231314
time,0.0006470061243324073
mice,0.000644487416320254
associated,0.0006406615773516469
vitro,0.0006364886358831936
activity,0.0006328113636296861
pathogen,0.0006280215309584998
outbreak,0.0006276983518480014
article doi 10,0.000621759487961608
020,0.0006191972668924403
animals,0.0006146263407711557
sars cov,0.0006112898251710837
sars,0.0006102551457772712
patients,0.0006102232764334899
molecular,0.0006066212818255514
2019 covid 19,0.0006055355998801491
epidemic,0.0006049635022890979
participants,0.0006004505553926724
induced,0.0005996289622362753
support,0.0005972812848521298
doi 10,0.000594605153593509
syndrome sars,0.0005917540076732928
rhinovirus,0.000591620808993168
respiratory syndrome sars,0.0005906080359979468
coronavirus disease,0.000590252008240597
novel,0.0005876608305757472
syncytial virus,0.0005813708622242604
respiratory syndrome,0.0005801204275293515
syndrome,0.000579892975783819
diarrhea,0.0005776158166479881
case,0.0005768274301275429
cov,0.0005693916468407304
mediated,0.0005685695368086654
china,0.0005631725634756867
health,0.0005569459969813187
enzyme,0.0005564467544914625
membrane,0.0005544651051797171
die,0.0005540794214716465
inhibition,0.0005539031079164674
quality,0.0005503274130099758
research,0.0005503033712506343
binding,0.0005478838346602885
east respiratory,0.000546453894972316
h1n1,0.0005460899911134848
outbreaks,0.0005457830573411304
pathogenesis,0.0005430911430404483
disease 2019,0.0005426948423521854
results,0.0005378199246771435
world,0.0005365879107857892
economic,0.0005344292408259825
performance,0.0005319650656293315
methods,0.0005292684449727297
proposed,0.0005276111901357276
