,0
respiratory syndrome,0.014399806289724952
middle_y,0.01326205139117378
east respiratory syndrome,0.012598563461573047
middle east respiratory,0.01143004291956902
east respiratory,0.00956146918311971
east_y,0.00906676049496171
syndrome_y,0.008114021129475743
middle east,0.008042217996497777
respiratory_y,0.006333117309482951
viruses,0.0053615947301105605
mers_y,0.0040888788036228816
review_y,0.0037547469482812775
syndrome coronavirus,0.0030103238299939604
cov_y,0.0029926772344255185
acute respiratory,0.002949383314700341
relatedness,0.0029066218020857705
simple,0.0028968238969460935
infections_y,0.002888160951683255
double_y,0.0028392429006818165
severe_y,0.0027906411572917018
sars_y,0.002715533998701998
emergence_y,0.0026958458400442786
human_y,0.002528468414118101
merscov,0.0024321502719111747
respiratory syndrome coronavirus,0.002382262101070781
key,0.002377979464166362
army,0.0022454245509924385
neuropathogenesis,0.002064300285445857
swallowing,0.002058025876595287
activated_y,0.002053724386405383
coronavirus merscov,0.0020245097429489696
mutations_y,0.0020151571650416874
signal_y,0.0019114359685700585
fruttuosamente,0.001878556412372786
syndrome coronavirus mers,0.0018225390011950737
interferon_y,0.001718080964189691
activity,0.001685324379855868
severe acute respiratory,0.0016437665056345365
coronavirus mers cov,0.001630180634769128
novel,0.0016023810188543909
German,0.0015971040284116136
results_y,0.0015570202208310114
severe acute,0.0015415249755732713
activation_y,0.0015352128939301465
2012,0.0015350194503981481
respiratory coronavirus,0.0015121210842572858
emerging_y,0.001502886839636949
acute_y,0.0014810542211513142
viral replication,0.0014793347881023689
coronavirus mers,0.0014731421869407985
infection_y,0.0014676569164135164
host_y,0.0014625135081667
productively,0.0014527281807133734
coronaviruses_y,0.0014432642409019567
closely,0.0014409168066083472
replication_y,0.0014365076675832925
academia,0.0014334215476315404
conserved_y,0.0014331397714510805
recent_y,0.001411434137373358
animal_y,0.0014078322052676756
Arquetipo,0.0014001306800225705
epitope_y,0.00138978929778462
cterminal,0.0013772054359171453
summary,0.0013661684796451143
viral_y,0.0013597088133386556
antiviral_y,0.0013521054083204544
immunoprecipitated,0.0013513910129156143
IV,0.0013440880264935563
likely,0.0013131773124572788
isolated_y,0.0012898012531849267
genomes_y,0.0012884995216662725
signaling_y,0.0012780112724992034
negative_y,0.0012549945707133637
enteric_y,0.0012497644133948264
structural_y,0.001246729256425054
zoonotic_y,0.0012461294359813252
assay_y,0.0012418692376114948
coronavirus nl63,0.001238106019999915
affinity_y,0.001237141563733934
global_y,0.001202917932281544
pegylated,0.0012011998843988322
assays_y,0.00117973210010728
sars coronavirus,0.0011541795575525802
pcr_y,0.001141365240258352
mers cov,0.0011401072191772454
proteins_y,0.0011392440852034669
virulence_y,0.001131269745269555
identify_y,0.0011227912140454749
