,0
mers,0.032456484124394225
cov,0.0298638525548933
humans,0.027444776184339166
us,0.022966903835647003
cow,0.019170958097745765
camels,0.015330769847768936
dromedary,0.013737667445117011
virus,0.012679728419295313
rat,0.011278278666327328
canine,0.011207961276651015
respiratory,0.010774179149956533
cysteine,0.009516232565928411
camel,0.009113387783474092
squirrel,0.009052070555809654
human,0.007789881720543129
infections,0.007692131177214065
bovine,0.0075187704147763185
damage,0.007499119615615617
infection,0.007038194742305893
deaths,0.006575696748921599
dog,0.006473739194245358
guanine,0.005946825832193764
serine,0.0056341176859670454
body,0.005630701739355561
influenza,0.005464852630263046
man,0.00524555674218231
carboxy,0.005046980041520352
salt,0.004781477197846618
Furin,0.004675763121822636
demyelination,0.004651823657850882
window,0.004645139920141407
a,0.004639603281786324
hydrogen,0.004612537222305427
rabbit,0.004461579353393669
furin,0.004359115026499884
C,0.004259920557610631
calves,0.004143136420293849
persons,0.004129844185099372
Xenopus,0.004053080657981172
temperature,0.003961349373675242
Turkey,0.003936365626822096
patients,0.0039032969610579005
transmissible,0.0038684063029038327
diarrhea,0.003867378875756178
feline,0.0038185433882136862
Camelus,0.003789718636037548
strive,0.0036472613342171793
emergente,0.003635844436214863
biochimie,0.0034921480107353124
enteritis,0.003423964153897106
chicken,0.0033162448318070524
biochemistry,0.003287109310591711
failure,0.0032726785365647737
murine,0.003264725516455554
transgenic,0.003235819787499695
weight,0.003218101049105457
mammalian,0.0031339388122009907
E,0.0031049677389907242
s,0.0030433796649747976
dromedaries,0.0030042526212113157
neuraminidase,0.0030042205146257554
orfs,0.002987493846283467
escherichea,0.00298641398039226
clinical,0.0029769502175169675
pneumonia,0.0029533671464050224
coronavirus,0.0029293373662530355
illness,0.0029250256444824365
dogs,0.0029064403449425976
Pneumonie,0.0028681858622580532
rodents,0.002868152844640835
lysine,0.0028348695252717404
disease,0.0027972067132111316
pulmonary,0.002762796656083572
defeat,0.0027609821325685012
viral,0.0027514604830972105
carboxyl,0.002736885314501604
bunny,0.0027181313173676685
sugar,0.002659409813073652
Alanine,0.0026500625836352954
pinealoma,0.0026292407159595804
door,0.002618253780204685
horse,0.002612821680709702
children,0.0025783870252407337
people,0.0025658649756887383
ch,0.0025505693765242084
perk,0.0025000640837784314
abortive,0.002493111141451089
arrest,0.002482972783413289
pigs,0.002465769147963956
adp,0.002424954557866963
pets,0.0023881214376909026
tunicamycin,0.002377750999648539
rhesus,0.0023642968984683545
wound,0.002332940529255717
horses,0.0022982034808956145
ntds,0.0022854466527592763
fly,0.0022709637300724005
ntd,0.002262923518985104
boy,0.0022482445001898617
bat,0.002237397919730135
sweet,0.002227508858985739
acute,0.002206815624068486
to,0.0021807443097489423
poly,0.0021687992800882645
cat,0.0021464275249692432
vaccina,0.002134627804102108
adenosiini,0.0021268221860116635
calf,0.0021083658575225483
disnea,0.00209779481004416
args,0.0020544938146184587
immunity,0.0020531588098682794
avian,0.0020186542134754395
ribavirin,0.0020026641615515707
bronchitis,0.00199149286993171
Tryptophane,0.0019892913168136983
swine,0.0019741080518733624
kinase,0.001971704297150203
bird,0.001962515726719024
sample,0.0019574333686786273
Pipistrellus,0.0019452975989245585
sclerosis,0.0018918554824191118
purdues,0.001863310152076122
Wilson,0.0018567011055920242
cardinal,0.0018150618034649367
emerging,0.0018096697776777697
aminopeptidase,0.0018094955429271155
Cats,0.0017958243459113665
donor,0.001783105036343252
child,0.0017824282661872757
rats,0.001780222214168824
aspartic,0.001779749785533766
necrosis,0.0017630151807425834
diarrheic,0.0017538733016086543
amino,0.0017281673275661483
flea,0.001724433614109387
rhinolophus,0.0017202671053049914
Necrose,0.0017160045608631657
ser,0.0017119226056737905
